development,country,time,gdp_per_capita,gdp_ppp,population,life_expectancy,employment_ratio,unemployment_ratio,unemployment_program,labor_productivity,labor_tax,gini,poverty_rate,median_income,adjusted_net_saving,co2,public_debt,dependency_ratio,tfr,adjTFR,p90p10,gni_sd,gni_diff,internet_usage,real_wage,upper_isced3,tax_wedge,environmental_tax,fossil_fuels,nuclear,renewables,infrastructure
advanced_economies,BEL,2010,44141.8781415734,522679023640.885,10895586,80.1829268292683,62.025,8.30999612765,2.94,711.67880921521,49.2,0.3804624076,NA,NA,11.4502506939363,0.253812631814839,100.273,52.0144279661342,1.86,NA,1.86,0.031063119543801143,10.735009671179885,72.7371,579.4406732265822,61.72838,41.18744,2.218,57960.807,11427.686,1929.311,4.01
advanced_economies,BEL,2011,44309.6325382687,531535892341.616,11038264,80.5853658536585,61.925,7.15803691094,2.78,715.5370615788244,49.2,0.3777132831,NA,NA,9.68468368189406,0.221204948987371,103.495,52.3287119230453,1.81,NA,1.81,0.02963812192683432,10.348162475822043,76.5078,565.3869111085661,62.75993,41.407876,2.27,52325.257,11348.897,2345.488,NA
advanced_economies,BEL,2012,44361.2100930567,535465097523.465,11106932,80.3853658536585,61.825,7.56823804119,2.77,717.5286711371889,49.6,0.374537651,NA,NA,10.6399809114614,0.202530988178141,104.811,52.7442633911964,1.8,NA,1.8,0.03067905423016855,10.755813953488369,77.7137,553.9570954326505,63.2111,41.285088,2.153,50880.625,9363.124,2797.62,4.12
advanced_economies,BEL,2013,44355.3773098766,537924179179.587,11159407,80.5878048780488,61.8,8.45566218563,2.8,717.7245519397509,49.1,0.3700898287,NA,43.09,10.0510145592825,0.200067926306399,105.486,53.236903384491,1.76,NA,1.76,0.030584077241258636,10.658914728682166,80.0478,553.3998467749009,64.27868,40.731018,2.069,51434.049,9788.327,3040.626,NA
advanced_economies,BEL,2014,44855.9702018757,546415490633.364,11209057,81.2878048780488,61.9,8.53859634264,2.66,724.652184198315,49.5,0.3663606861,NA,NA,10.672073295612,0.185782167515924,107.046,53.7373881178284,1.74,NA,1.74,0.03033849461340117,10.444874274661519,82.8041,554.2604555995734,64.01887,40.63139,2.07,48667.753,7643.809,3212.805,4.1
advanced_economies,BEL,2015,45507.2310582037,557570338894.561,11274196,80.9926829268293,61.8,8.50694782721,2.39,736.3629621068561,49.4,0.3731078794,NA,NA,11.3473262311121,0.190728642877783,105.229,54.193605740924,1.7,NA,1.7,0.030974510283019757,10.541586073500975,81.825,547.370387803479,66.21058,40.286135,2.075,50650.192,5849.967,3520.278,NA
advanced_economies,BEL,2016,45850.9330303307,564633006598.071,11331422,81.4390243902439,62.3,7.8603072029,2.27,735.9700325895778,48.9,0.3768830873,NA,NA,11.3092089730589,0.175945899518571,105.006,54.7713516344904,1.68,NA,1.68,0.030837550863376105,10.45498547918684,84.7857,538.212736827346,67.08264,38.537494,2.158,51012.182,9639.9,3626.346,4.05
advanced_economies,BEL,2017,46415.2780486435,573788797293.566,11375158,81.4926829268293,63.125,7.09532712169,2.24,735.2915334438575,46.2,0.3777561303,NA,NA,11.6567190516891,NA,102.02,55.3290794008081,1.65,NA,1.65,0.030718899786121943,10.338164251207726,85.9684,524.5354442261129,69.15045,38.413178,2.225,51438.699,9244.053,3956.438,NA
advanced_economies,BEL,2018,47030.582151299,584047682404.834,11427054,81.5951219512195,64.45,5.95689921428,2.1,729.7219883832273,46.2,0.3729342146,0.082,45.14,11.304722945786,NA,99.758,55.8704656667833,1.62,NA,1.62,0.030879642613078347,10.135135135135132,87.2725,518.1201681786441,NA,37.420768,2.197,52245.359,6190.078,4188.777,3.98
advanced_economies,BEL,2019,47611.9137037576,594471148560.668,11502704,81.7463414634146,65.3,5.36484503289,NA,729.1257841310505,44.5,0.3734029861,NA,NA,11.6464335700859,NA,98.059,56.4082991695875,1.57,NA,1.57,0.030796102972300156,10.028929604628756,89.7301,515.6449067416605,NA,36.589922,2.131,51382.511,9390.051,4530.155,NA
advanced_economies,CAN,2010,47562.0834253057,1525511142773.05,34004889,81.2463414634146,71.29166,8,1.12,667.1479304213943,12.6,NA,0.131,NA,6.7696133167644,0.387444826895234,81.218,44.1799447904124,1.6269,1.883,1.6269,0.019036819418238937,5.921680993314227,NA,543.319156976746,NA,17.588334,1.171,70338.846,6874.07,28588.883,4.03
advanced_economies,CAN,2011,48581.010223616,1573517168753.84,34339328,81.4487804878049,71.71667,7.5,0.91,677.4019237593715,12.6,NA,0.131,NA,8.44453764481802,0.366225535686892,81.778,44.6476337433392,1.61,1.85,1.61,0.02204019176334611,6.596558317399603,NA,533.5800221183148,82.74899,18.006223,1.157,72237.65,6973.159,30207.807,NA
advanced_economies,CAN,2012,48903.2227998102,1601246043121.22,34714222,81.6487804878049,71.925,7.325,0.83,679.9196774391409,12.7,NA,0.133,48.48,8.41560935725317,0.352647944111852,85.405,45.1391853894768,1.6142,1.833,1.6142,0.021847473886942297,6.794258373205753,NA,532.469712909554,NA,18.192972,1.16,69917.476,6948.143,30265.87,3.99
advanced_economies,CAN,2013,49516.2803559776,1638541025091.36,35082954,81.7487804878049,72.29166,7.1,0.8,684.9514917208652,11.9,NA,0.133,NA,8.93715895453996,0.334071279980697,86.129,45.7069754663487,1.587,1.775,1.587,0.02342297087809972,7.170172084130022,83.9,532.9570686816469,NA,18.625382,1.147,71087.591,7450.756,30707.651,NA
advanced_economies,CAN,2014,50427.8880131184,1685567743622.64,35437435,81.8,72.13333,6.925,0.78,699.0927496778313,12.5,NA,0.126,NA,9.50819685974356,0.333425613037476,85.579,46.3805411151733,1.5818,1.804,1.5818,0.023645674891278032,7.552581261950286,NA,529.1412840331769,NA,19.321376,1.11,72032.509,7602.093,29656.863,4.05
advanced_economies,CAN,2015,50382.8630693034,1696678616208.21,35702908,81.9,72.35833,6.9,0.86,696.2966540176287,12.7,NA,0.142,NA,5.89567979734698,0.344502407891129,91.192,47.156455788445,1.563,1.791,1.563,0.018630473036650903,5.809523809523798,NA,526.936472898623,NA,11.011043,NA,70583.538,7099.155,30212.169,NA
advanced_economies,CAN,2016,50314.421667413,1713669061092.82,36109487,81.9,72.33334,6.99166666667,0.9,695.5910188498553,12.8,NA,0.124,NA,5.10312167887296,0.324710492114872,91.733,47.8263144313975,1.5433,1.766,1.5433,0.01853795537396491,5.809523809523798,NA,508.3638900987954,84.46919,11.617698,NA,69072.841,6962.013,30369.308,4.14
advanced_economies,CAN,2017,51225.673478537,1765762548007.76,36545295,81.9,73.15833,6.34166666667,0.78,700.2028815930735,12.9,NA,0.12,51.1,6.69282743866406,NA,88.841,48.6160760670676,1.4961,1.804,1.4961,0.018503533397595136,5.798479087452479,NA,506.7457820455222,NA,10.692501,NA,69276.878,6846.54,30576.563,NA
advanced_economies,CAN,2018,51734.2685418533,1808662588640.47,37065178,82.0487804878049,73.53333,5.83333333333,0.7,703.5485614734611,12.6,NA,0.118,NA,6.15851418621843,NA,88.832,49.481877289781,1.4988,NA,1.4988,0.018325520773360977,5.798479087452479,NA,501.3150130408423,NA,12.070085,NA,71165.323,6705.749,29640.321,3.75
advanced_economies,CAN,2019,51956.8351252907,1842329312225.77,37593384,82.0487804878049,74.15,5.66666666667,NA,700.6990576573256,12.7,NA,NA,NA,6.49593177837635,NA,86.821,50.3619160311291,1.4684,NA,1.4684,0.018578625709090676,5.792972459639145,NA,495.1426232668622,NA,12.159551,NA,69719.613,6651.117,29169.151,NA
advanced_economies,CHE,2010,77117.126014204,515033454406.668,7824909,82.2463414634147,77.325,3.51521380385,1.34,997.3116846324474,17.5,0.408432777,0.094,NA,19.5557096893624,0.0941808672777998,41.143,46.9501526139684,1.52,1.742,1.52,0.010206871528026351,3.176043557168784,80.74,630.4443900417534,82.45457,10.301699,1.678,22345.943,8858.687,12510.033,4.17
advanced_economies,CHE,2011,77729.0433197836,524924393704.964,7912398,82.6951219512195,78.35,2.83645884349,1.06,992.0745797036835,17.6,0.3938608204,0.105,NA,16.7609998746477,0.0836429572711445,41.544,47.183280284664,1.52,1.73,1.52,0.010066419860236826,3.0937215650591376,83.28,630.0523396038068,82.35539,10.198936,1.639,21028.327,8818.017,11148.632,NA
advanced_economies,CHE,2012,77844.1877874538,531313740128.351,7996861,82.6975609756098,78.475,2.90620049341,1.1,991.9616156413356,17.8,0.3881749095,0.091,NA,17.8527040089979,0.0818270793405939,42.209,47.4896808914825,1.52,1.67,1.52,0.010389778361883617,3.1847133757961776,85.5,645.6701537462422,83.24146,10.099859,1.633,21429.195,8242.661,13032.575,3.98
advanced_economies,CHE,2013,78356.0498047213,540992511400.501,8089346,82.7975609756098,78.4,3.15945824188,1.18,999.4394107745063,17.7,0.3859561435,0.086,57.24,16.8189946756718,0.0831532978689495,41.565,47.8864155270968,1.52,1.712,1.52,0.009995997130003363,3.0909090909090997,89.82,657.0815607431703,NA,9.789722,1.596,22183.239,8265.774,12838.066,NA
advanced_economies,CHE,2014,79299.8340102737,554229760464.812,8188649,83.1975609756098,78.75,3.04305150573,1.17,1006.9820191780788,17.7,0.3876519167,0.099,NA,14.8244952450362,0.0703891424237221,41.607,48.3378886677241,1.54,1.731,1.54,0.009813498288739581,3.0000000000000027,90.62,658.2139518750894,84.64385,9.296118,1.593,19543.586,8608.507,12607.969,4.04
advanced_economies,CHE,2015,79701.9809983257,563417608022.354,8282396,82.8975609756098,79.2,3.18073624129,1.23,1006.3381439182538,17.7,0.3866846475,0.091,NA,17.1649854887663,0.0673797612231644,41.655,48.7888355863171,1.54,1.638,1.54,0.009652791315103723,2.9945553539020064,NA,665.174618779635,85.19001,9.260064,1.605,19760.844,7091.356,12528.947,NA
advanced_economies,CHE,2016,80448.6958997639,574940548707.09,8373338,83.6024390243903,79.6,3.32569364552,1.31,1010.6620087910038,17.7,0.3901629586,0.104,NA,15.7823622355992,0.0626455075776013,40.481,49.390775005843,1.54,1.649,1.54,0.009680559350336964,2.997275204359684,NA,666.3943192359251,84.53691,9.593517,1.471,18902.778,6392.02,11342.064,4.19
advanced_economies,CHE,2017,80964.6005676118,584052319305.968,8451840,83.5512195121951,79.8,3.08896146108,1.28,1014.5939920753358,17.7,0.3936130083,0.092,NA,13.1494748930527,NA,41.204,49.9325804984945,1.52,1.659,1.52,0.009689259300966358,3.0000000000000027,93.0608,660.6787057845166,NA,9.630825,1.493,19100.62,6068.259,11160.535,NA
advanced_economies,CHE,2018,82792.2642219893,601652181691.644,8514329,83.7536585365854,80.1,2.54141111089,1.17,1033.6112886640362,17.7,0.3918878073,NA,57.87,16.3308463627633,NA,39.215,50.4532595974744,1.52,NA,1.52,0.009671875008999993,2.9945553539020064,NA,654.4418450098848,85.68177,9.797397,1.513,18191.128,7116.833,11218.964,4.02
advanced_economies,CHE,2019,83093.185222329,608161642212.422,8575280,83.7048780487805,80.475,2.30450834244,NA,1032.5341438002984,17.7,0.3920701478,NA,NA,17.3956465474795,NA,39.761,51.0087583981021,1.48,NA,1.48,0.009671875008999993,2.9945553539020064,95.509064,656.4720590558902,NA,9.935056,1.547,18462.576,6638.029,11197.077,NA
advanced_economies,CZE,2010,19960.0684872157,350716111254.443,10474410,77.4243902439025,64.975,7.28333333333,0.66,307.1961290837353,38.4,0.2911696656,0.065,NA,3.85398528048319,0.385758085330828,37.07,42.2105502683892,1.51,1.779,1.51,0.038133130524623256,11.852589641434275,60.5179,257.03751783767575,87.99366,21.107649,2.606,39774.479,6925.636,1456.69,3.25
advanced_economies,CZE,2011,20269.4874310085,356889976073.415,10496088,77.8731707317073,65.725,6.70833333333,0.52,308.39843942196273,38.4,0.2773876839,0.059,NA,3.76243562168392,0.354772755554088,39.546,43.4416188213068,1.43,1.636,1.43,0.0366993608303363,11.653386454183279,66.6342,253.92892511545568,88.39896,26.763677,2.617,38147.988,6936.063,1803.561,NA
advanced_economies,CZE,2012,20082.2511927375,354088374418.526,10510785,78.0756097560976,66.55,6.98333333333,0.47,301.761851130541,38.4,0.2826979597,0.052,NA,5.22292413544235,0.336110650553221,44.154,44.8140731682181,1.45,1.619,1.45,0.03657263922307588,11.653386454183279,72.5515,245.71528184347181,88.52554,26.100777,2.558,37178.815,7381.897,1992.086,2.96
advanced_economies,CZE,2013,20066.3755917313,353925834847.049,10514272,78.1756097560976,67.725,6.96666666667,0.53,296.2919984013481,38.4,0.2783373943,0.059,24.29,5.00923600371936,0.314823571635535,44.424,46.3159571973579,1.46,1.587,1.46,0.03736489922266328,11.976047904191622,72.6166,239.6745997896481,89.15957,26.05371,2.544,35904.144,7435.103,2273.281,NA
advanced_economies,CZE,2014,20498.7057499494,361932001410.642,10525347,78.8243902439024,68.975,6.11666666667,0.58,297.1903696984328,38.4,0.2897049018,0.059,NA,6.43757725066483,0.284013095199033,41.859,47.8949585570537,1.53,1.641,1.53,0.037038017431881703,12.075848303393233,77.9899,243.8533341248759,89.63336,26.688467,2.483,35035.947,7286.773,2203.381,3.29
advanced_economies,CZE,2015,21560.8262336715,381434276021.797,10546059,78.5780487804878,70.225,5.04166666667,0.61,307.02493746773234,38.4,0.2980242862,0.064,NA,10.5616655978373,0.279304412208429,39.7,49.4973099565417,1.57,1.651,1.57,0.03695113920131258,12.015888778550131,78.9753,249.75770384841312,89.77071,26.812972,2.47,35082.761,6405.14,2248.625,NA
advanced_economies,CZE,2016,22065.4686395319,391112348862.469,10566332,79.0268292682927,71.95,3.975,0.53,306.6778129191369,38.4,0.2900153899,0.056,NA,9.77645121595044,0.267992067466739,36.589,50.8927324433142,1.63,1.674,1.63,0.037234673533874274,12.31380337636545,81.65,256.5031596460461,90.22886,25.254185,2.486,35051.741,5708.364,2224.939,3.36
advanced_economies,CZE,2017,23144.4087233262,411327867894.58,10594438,78.9780487804878,73.625,2.89166666667,0.46,314.35529675145943,38.4,0.2948399019,0.056,NA,9.47560508770139,NA,34.236,52.39739062264,1.69,1.775,1.69,0.03651984600802939,12.166172106824934,83.2351,260.7381547838992,91.14515,26.003235,2.437,35898.338,6658.12,2259.769,NA
advanced_economies,CZE,2018,23804.9751704762,424484831837.396,10629928,79.0292682926829,74.825,2.21666666667,0.46,318.1420002736545,38.4,0.2902092651,0.061,28.67,9.20476048534346,NA,32.065,53.8638618382904,1.71,NA,1.71,0.037121000154647955,12.45059288537551,86.3574,269.2225842894609,NA,25.522959,2.534,35470.549,6972.235,2191.542,3.46
advanced_economies,CZE,2019,24260.0067624452,434305734986.439,10671870,79.1292682926829,75.125,2.01666666667,NA,322.9285425949444,38.4,0.2906445713,NA,NA,8.5409698080232,NA,30.245,55.0957464851245,1.71,NA,1.71,0.0364946956533769,12.106299212598426,86.9996,270.2633424639506,NA,26.421569,2.466,34636.421,7006.848,2296.635,NA
advanced_economies,DEU,2010,41531.9341978689,3837790785934.06,81776930,79.9878048780488,71.25,6.95237169067,2.19,582.9043396192126,22,0.4042799685,NA,NA,11.5737345080732,0.237739469048507,82.318,51.7937457997838,1.39,NA,1.39,0.02604377392334857,9.459459459459474,82.4875,501.3945401962356,81.12799,32.618684,2.156,38780.748,4534.137,3789.152,4.34
advanced_economies,DEU,2011,43969.7074500187,3988431469882.66,80274983,80.4365853658537,72.7,5.82185964224,1.76,604.810281293242,21.8,0.405630139,0.087,44.01,13.6521494034927,0.21370588184825,79.742,52.0097511222545,1.39,NA,1.39,0.02547624538064977,9.021113243762002,83.2549,501.35404814089986,81.72286,33.810257,2.179,37507.069,3460.519,4387.986,NA
advanced_economies,DEU,2012,44070.9085651782,4005122959631.14,80425823,80.5390243902439,73,5.37825463005,1.62,603.7110762353178,21.9,0.4088024913,0.084,NA,12.5022662707401,0.21166967992286,81.079,52.0953973406867,1.41,NA,1.41,0.024971704649413347,9.021113243762002,85.4999,498.20417660046917,82.04736,33.998414,2.123,37698.572,3163.833,4999.46,4.26
advanced_economies,DEU,2013,44143.1278111535,4022649029382.74,80645605,80.490243902439,73.5,5.23633080096,1.65,600.586772940864,21.6,0.4369314582,0.091,NA,12.0411889509818,0.208887720828692,78.66,52.1320952080022,1.42,NA,1.42,0.024725861685479977,9.012464046021096,87.747,495.5888981286529,82.30825,33.642473,2.061,38773.583,3068.545,5196.642,NA
advanced_economies,DEU,2014,44930.7921305433,4111531206777.68,80982500,81.090243902439,73.775,4.9875300293,1.59,609.0246307088213,21.2,0.4369318226,0.095,NA,13.27741549576,0.189215247098873,75.615,52.2446834584225,1.47,NA,1.47,0.024022934604948545,8.604206500956014,89.4741,499.55775405306423,82.99721,33.833526,1.991,36380.18,3034.804,5487.443,4.32
advanced_economies,DEU,2015,45208.062454025,4172872437119.02,81686611,80.6414634146341,73.975,4.62880657776,1.52,611.1262244545455,21.2,0.4348580948,0.101,NA,13.908867903347,0.186945184603314,72.316,52.5216312802673,1.5,NA,1.5,0.024154997538686145,8.795411089866146,90.2891,508.780947661555,83.08337,33.991716,1.919,36450.005,2839.054,6221.666,NA
advanced_economies,DEU,2016,45844.6381197286,4265927486951.08,82348669,80.990243902439,74.65,4.12603271241,1.45,614.1277711952927,21.3,0.4317340197,0.104,46.15,14.0697364252689,0.174776275916574,69.277,52.9145728699203,1.6,NA,1.6,0.023810049553898892,8.691499522445078,92.1352,513.7039664059739,83.00642,34.225038,1.864,37254.589,2589.449,6184.376,4.44
advanced_economies,DEU,2017,46862.0419736415,4376925896536.29,82657002,80.9926829268293,75.25,3.75359444726,1.42,622.7513883540398,21.4,0.4329941991,0.104,NA,14.1789215718004,NA,65.102,53.4264177539329,1.57,NA,1.57,0.02323931336688512,8.26210826210827,92.8571,511.53783897533737,NA,34.331938,1.625,37084.854,2308.441,6928.746,NA
advanced_economies,DEU,2018,47313.845816417,4432425108223.52,82905782,80.8926829268293,75.9,3.3977861578,1.39,623.3708276207773,21.5,0.4301398861,NA,NA,14.0665742239483,NA,61.78,54.0428361206484,1.57,NA,1.57,0.02316357484519261,8.3570750237417,94.3939,510.03852155350967,83.4613,34.441794,1.78,35518.382,2272.526,7119.751,4.37
advanced_economies,DEU,2019,47469.4770843065,4457045052844.68,83092962,80.9414634146342,76.7,3.15007361664,NA,618.8980063142959,21.5,0.4305007923,NA,NA,13.3700554044064,NA,59.644,54.7089085937167,1.54,NA,1.54,0.0229986763780411,8.246445497630317,94.8293,509.49744056769214,NA,34.283972,1.772,33836.221,2225.808,7641.351,NA
advanced_economies,DNK,2010,58041.3984363385,281963275745.511,5547683,79.1,71.8,6.07265912818,3.75,808.3760227902299,3.6,0.3456214877,NA,NA,13.156825134906,0.191897786322924,42.588,52.9459492095595,1.87,2.085,1.87,0.02100885747788524,6.011450381679384,86.0984,577.953833591907,74.93998,24.873171,4.118,35269.603,0,5834.373,3.99
advanced_economies,DNK,2011,58575.6078023978,285732498126.509,5570572,79.8,71.625,5.93640294514,3.61,817.8095330177703,3.6,0.3503942598,0.058,NA,14.2296114907261,0.164364903175609,46.071,53.4748426286742,1.75,1.892,1.75,0.020298933426051248,5.8150619637750145,90.0828,559.5246788995217,75.47676,25.312788,4.135,31784.736,0,6582.503,NA
advanced_economies,DNK,2012,58487.7935424732,286379681639.879,5591572,80.0512195121951,71.025,6.05389924272,3.58,823.4817816610094,3.6,0.3534866626,0.054,NA,12.7299062190719,0.145406782084497,44.894,53.9837957652867,1.73,1.866,1.73,0.01992412528679967,5.714285714285716,91.9976,545.6657881667583,76.00238,25.512425,4.039,28283.669,0,6811.133,4.07
advanced_economies,DNK,2013,58788.0841616273,289052580545.17,5614932,80.3,70.775,5.75130655194,3.56,830.63347455496,3,0.3631964577,0.054,45.17,16.1874923139938,0.141987733189158,44.046,54.586553810253,1.67,1.848,1.67,0.020906913915739192,6.000000000000005,92.7135,544.985642392369,76.54907,25.136903,4.047,29255.556,0,7251.027,NA
advanced_economies,DNK,2014,59437.947318035,293733480145.142,5643475,80.7,71.1,5.00265139969,3.43,835.9767555279185,3,0.3778583146,0.055,NA,17.4875748291886,0.122612869084745,44.27,55.2868478735224,1.69,1.808,1.69,0.021655584376900933,6.184586108468126,93.1202,552.2674242930879,76.835,24.861324,4.015,26991.371,0,8083.59,3.82
advanced_economies,DNK,2015,60402.1296439052,300614454530.98,5683483,80.7024390243902,71.975,4.56243001008,3.31,839.2098595888184,3,0.3679089945,0.055,NA,18.132052042579,0.110556592827123,39.774,55.9833595296141,1.71,1.803,1.71,0.021204299297771637,5.971563981042638,91.74,559.426251207012,77.74914,25.268495,3.991,25246.374,0,8429.234,NA
